GEM unit/phase ID,GEM location ID,Country/Area,Wiki URL,Plant name,Unit name,Plant name (other),Plant name (local),Owner,Parent,Capacity (MW),Status,Start year,Retired year,Planned retirement,Combustion technology,Coal type,Coal source,Alternate Fuel,Location,"Local area (taluk, county)","Major area (prefecture, district)","Subnational unit (province, state)",Subregion,Region,Latitude,Longitude,Location accuracy,Permits,Permit Date,Permit Parsed,Captive,Captive industry use,Captive residential use,Plant age (years),Capacity factor,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Annual CO2 (million tonnes / annum),Remaining plant lifetime (years),Lifetime CO2 (million tonnes)
G100000115274,L100000104890,China,https://www.gem.wiki/Asia_Symbol_captive_power_station,Asia Symbol captive power station,Unit 1,,"山东亚太森博浆纸有限公司热电, 山东亚太森博浆纸有限公司热电项目",Asia Symbol (Shangdong) Pulp and Paper Co Ltd [100%],Singapore Asia Pacific Symbo Rizhao Co Ltd (ASIA SYMBOL RIZHAO PTE.LTD) [90.0%]; AP Trading Enterprise [9.3%]; other [0.7%],35,retired,2001,2023,,unknown,unknown,,,,Chengjiazhuang,Rizhao,Shandong,Eastern Asia,Asia,35.374797,119.50857,exact,,,,pulp & paper,both,,22,0.53,12047,96100,0.198492942,0,0
G100000100438,L100000101306,China,https://www.gem.wiki/Baiyanghe_power_station,Baiyanghe power station,Unit 1,,华能白杨河电厂,Huaneng Shandong Power Generation Co Ltd Baiyanghe Power Plant [100%],Huaneng Power International Inc [80.0%]; China Huaneng Group Co Ltd [20.0%],50,retired,1969,2007,,subcritical,anthracite,,,1 Quanshui Road,Boshan District,Zibo,Shandong,Eastern Asia,Asia,36.471944,117.8425,exact,,,,,,,38,0.53,12617.9,98300,0.303798293,0,0
G100000100676,L100000101434,China,https://www.gem.wiki/Bayi_Zaozhuang_power_station,Bayi Zaozhuang power station,Unit 3,,枣矿集团八一热电水煤浆煤矸石发电项目,Zaozhuang Bayi Coal Water Slurry Thermal Power Co Ltd [100%],Zaozhuang Bayi Coal Water Slurry Thermal Power Co Ltd [100.0%],350,operating,2018,,,subcritical,waste coal,,,Tianshan Road,Xuecheng District,Zaozhuang,Shandong,Eastern Asia,Asia,34.828388,117.27105,exact,6-Jan-15,6-Jan-15,"Year: 2015, Month: 1, Day: 6",,,,6,0.53,9572.2,94600,1.552550271,34,52.78670922
G100000110802,L100000101412,China,https://www.gem.wiki/Beihai_New_Area_Heating_power_station,Beihai New Area Heating power station,Phase II Unit 5,"滨州北海公共供热中心 (Phase I Unit 1-4), 魏桥铝电北海二电 (Phase II Unit 5-8)",魏桥集团北海新区供热中心,Binzhou Lvfeng Thermal Power Co Ltd [100%],Hongqiao Investment (Hong Kong) [94.5%]; other [5.5%],330,operating,2015,,,subcritical,unknown,,,Beihai New Area,Wudi,Binzhou,Shandong,Eastern Asia,Asia,38.022916,117.972606,exact,,,,aluminum,both,,9,0.53,9572.2,96100,1.487043997,31,46.09836391
G100000100893,L100000101307,China,https://www.gem.wiki/Binzhou_Boxing_power_station,Binzhou Boxing power station,Phase I Unit 1,,国家能源集团博兴发电厂,National Energy Boxing Power Generation Co Ltd [100%],GD POWER Development Co Ltd [61.0%]; China Energy Investment Corp [17.0%]; Power Construction Corporation of China Ltd [8.0%]; Boxing County Investment and Financing Service Center [5.0%]; State Power Investment Corp Ltd [4.2%]; Shanghai Luyuan Investment Co Ltd [2.8%]; Shanghai Dingjing Investment Co Ltd [1.7%]; other [0.4%],1000,construction,2024,,,ultra-supercritical,unknown,,,Chunhua Town,Boxing,Binzhou,Shandong,Eastern Asia,Asia,37.27629,118.330855,exact,21-Dec-15,21-Dec-15,"Year: 2015, Month: 12, Day: 21",,,,0,0.53,8272,96100,3.894113808,40,155.7645523
G100000100895,L100000101308,China,https://www.gem.wiki/Binzhou_Heating_Supply_Center_power_station,Binzhou Heating Supply Center power station,Unit 1,"滨州市滨北新材料有限公司 (Unit 5, Unit 6, Unit 7, Unit 8)",魏桥集团滨州市供热中心,Binzhou Gongjian Investment Development Co Ltd [100%],Shandong Weiqiao Investment Holding Co Ltd [31.2%]; Shandong Weiqiao Pioneering Group Co Ltd [30.0%]; Binzhou Hanchuang Technology Development Partnership LP [20.0%]; other [18.8%],60,retired,2010,2020,,subcritical,unknown,,,,High Tech Development District,Binzhou,Shandong,Eastern Asia,Asia,37.348167,117.890928,exact,,,,aluminum,,,10,0.53,11312.6,96100,0.319530115,0,0
G100000100915,L100000101309,China,https://www.gem.wiki/Binzhou_Works_power_station,Binzhou Works power station,Unit 7,,魏桥创业集团滨州自备电厂,Weiqiao Textile Co Ltd Binzhou Thermal Power Plant [100%],other [48.5%]; Shandong Weiqiao Investment Holding Co Ltd [19.8%]; Shandong Weiqiao Pioneering Group Co Ltd [19.0%]; Binzhou Hanchuang Technology Development Partnership LP [12.7%],45,retired,,2012,,subcritical,anthracite,,,,Zouping,Binzhou,Shandong,Eastern Asia,Asia,37.381,117.97,approximate,,,,aluminum,,,20,0.53,12182.8,98300,0.263990241,0,0
G100000112887,L100000101311,China,https://www.gem.wiki/CHALCO_Shandong_Branch_Power_Station,CHALCO Shandong Branch Power Station,Unit 5,,中铝山东分公司热电厂,CHALCO Shandong Co Ltd [100%],Aluminum Corporation of China Ltd [100.0%],46,retired,2007,2021,,unknown,unknown,,,Fengshui Town,Zhangdian District,Zibo,Shandong,Eastern Asia,Asia,36.748437,118.069386,exact,,,,aluminum,both,heat,14,0.53,11186.5,96100,0.242242407,0,0
G100000114940,L100000104500,China,https://www.gem.wiki/Changle_Shengshi_power_station,Changle Shengshi power station,Unit 5,,昌乐盛世热电,Changle Shengshi Power Plant Co Ltd [100%],China Yuanbo Paper [79.9%]; SHENGTAI HOLDING [20.0%],30,operating,2009,,,unknown,unknown,,,224 Provincial Road,Changle,Weifang,Shandong,Eastern Asia,Asia,36.739314,118.851756,exact,,,,,,,15,0.53,11186.5,96100,0.157984178,25,3.949604459
G100000114444,L100000104653,China,https://www.gem.wiki/Chenming_Mill_Shouguang_Meilun_Paper_Mill_captive_power_station,Chenming Mill Shouguang Meilun Paper Mill captive power station,Unit 3,,晨鸣纸业寿光美伦纸业自备电厂,,,155,operating,,,,unknown,unknown,,,,Shouguang,Weifang,Shandong,Eastern Asia,Asia,36.859677,118.699591,exact,,,,pulp & paper,both,,20,0.53,12047,96100,0.879040172,20,17.58080344
G100000102019,L100000101315,China,https://www.gem.wiki/Datang_Binzhou_power_station,Datang Binzhou power station,Unit 1,,大唐滨州发电厂,Datang Binzhou Power Generation Co Ltd [100%],China Datang Corp [100.0%],350,operating,2015,,,supercritical,bituminous,山西中劣质烟煤,,Guanzhuang Village,Bincheng District,Binzhou,Shandong,Eastern Asia,Asia,37.4666332,118.0468682,exact,13-Dec,13-Dec,"Year: 2013, Month: 12",,,,9,0.53,9249.9,94600,1.50027525,31,46.50853276
G100000102033,L100000101316,China,https://www.gem.wiki/Datang_Dongying_power_station,Datang Dongying power station,Phase I Unit 1,,大唐东营发电厂,Datang Dongying Power Generation Co Ltd [100%],China Datang Corp [100.0%],1000,operating,2020,,,ultra-supercritical,unknown,,,Dongying Port,Hekou District,Dongying,Shandong,Eastern Asia,Asia,38.113151,118.910229,exact,11-Aug-15,11-Aug-15,"Year: 2015, Month: 8, Day: 11",,,,4,0.53,8272,96100,3.894113808,36,140.1880971
G100000102107,L100000101318,China,https://www.gem.wiki/Datang_Linqing_power_station,Datang Linqing power station,Unit 1,,大唐临清热电,Datang Linqing Thermal Power Co Ltd [100%],China Datang Corp [100.0%],350,operating,2016,,,supercritical,unknown,红柳林矿、柠条塔矿和张家峁矿,,Huguosi Village,Linqing,Liaocheng,Shandong,Eastern Asia,Asia,36.873816,115.770545,exact,30-Dec-14,30-Dec-14,"Year: 2014, Month: 12, Day: 30",,,,8,0.53,9249.9,96100,1.52406397,32,48.77004704
G100000102228,L100000101319,China,https://www.gem.wiki/Datang_Yuncheng_power_station,Datang Yuncheng power station,Unit 1,,大唐郓城630℃超超临界二次再热国家电力示范项目,Datang Yuncheng Power Generation Co Ltd [100%],China Datang Corp [70.0%]; Shandong Energy Group Co Ltd [21.0%]; Shandong Guohui Investment Co Ltd [6.0%]; Shandong Caixin Asset Operation Co Ltd [3.0%],1000,construction,2025,,,ultra-supercritical,unknown,,,,Yuncheng,Heze,Shandong,Eastern Asia,Asia,35.518385,115.958048,exact,30-Nov-17,30-Nov-17,"Year: 2017, Month: 11, Day: 30",,,,0,0.53,8272,96100,3.894113808,40,155.7645523
G100000115678,L100000104957,China,https://www.gem.wiki/Dezhou_Shihua_Chemical_Industry_cogen_power_station,Dezhou Shihua Chemical Industry cogen power station,Unit 2,,德州实华化工公司热电,Dezhou Shihua Chemical Industry Co Ltd [100%],Sinochem Holdings Corporation Ltd [48.2%]; China Chengtong Holdings Group Ltd [29.6%]; China Guoxin Holding Corp [22.2%],30,operating,,,,unknown,unknown,,,,Decheng District,Dezhou,Shandong,Eastern Asia,Asia,37.514332,116.36697,exact,,,,,,,20,0.53,12047,96100,0.170136807,20,3.40273615
G100000112866,L100000101320,China,https://www.gem.wiki/Dongjiakou_CHP_power_station,Dongjiakou CHP power station,Unit 1,,华能青岛热电董家口热电联产,Huaneng Qingdao Thermal Power Co Ltd [100%],Huaneng Power International Inc [100.0%],350,operating,2022,,,supercritical,unknown,,,Boli Town,Huangdao District,Qingdao,Shandong,Eastern Asia,Asia,35.610763,119.778449,exact,10-Nov-16,10-Nov-16,"Year: 2016, Month: 11, Day: 10",,,,2,0.53,9249.9,96100,1.52406397,38,57.91443086
G100000102427,L100000101321,China,https://www.gem.wiki/Dongming_cogen_power_station,Dongming cogen power station,Unit 1,华润东明热电厂热电联产,东明石化华汪热力公司热电,Shandong Huawang Thermal Power Co Ltd [100%],Shandong Hongliyuan Co Ltd [97.2%]; other [2.8%],350,operating,2024,,,supercritical,unknown,,,Wangxinzhuang,Dongming,Heze,Shandong,Eastern Asia,Asia,35.321247,115.148958,exact,20-Nov-15,20-Nov-15,"Year: 2015, Month: 11, Day: 20",,,,0,0.53,9249.9,96100,1.52406397,40,60.9625588
G100000114405,L100000104638,China,https://www.gem.wiki/Dongming_Petrochemical_Group_captive_power_station,Dongming Petrochemical Group captive power station,Unit 4,,山东东明石化集团自备电厂,Shandong Dongming Petroche Mical Group Co Ltd [100%],Shandong Hongliyuan Co Ltd [97.2%]; other [2.8%],30,operating,,,,unknown,unknown,,,,Dongming,Heze,Shandong,Eastern Asia,Asia,35.302166,115.126801,exact,,,,chemicals,both,,20,0.53,12047,96100,0.170136807,20,3.40273615
G100000102435,L100000101322,China,https://www.gem.wiki/Dongying_Coastal_power_station,Dongying Coastal power station,Unit 1,,金岭东营滨海热电厂,Dongying Binhai Thermal Power Co Ltd [100%],Shandong Jinling Group Co Ltd [100.0%],300,operating,2012,,,subcritical,unknown,,,Dawang Town,Guangrao,Dongying,Shandong,Eastern Asia,Asia,37.4291887,118.8576937,exact,,,,,,,12,0.53,10442.4,96100,1.474754377,28,41.29312257
G100000114373,L100000104628,China,https://www.gem.wiki/Dongying_Gangcheng_Heat_supply_power_station,Dongying Gangcheng Heat supply power station,Unit 1,,东营港城热电,Dongying Gangcheng Thermal Power Co Ltd [100%],Dongying Daming Holding Co Ltd [100.0%],30,operating,,,,unknown,unknown,,,,Dongying Port District,Dongying,Shandong,Eastern Asia,Asia,38.079739,118.898224,exact,,,,,,,20,0.53,12047,96100,0.170136807,20,3.40273615
G100000113212,L100000101323,China,https://www.gem.wiki/Dongying_Haixin_cogen_power_station,Dongying Haixin cogen power station,Unit 1,,东营海欣热电联产,Dongying Haixin Heat Supply Co Ltd [100%],Dongying Haixin Investment Co Ltd [100.0%],50,operating,2019,,,subcritical,unknown,,,Shikou Town,Dongying District,Dongying,Shandong,Eastern Asia,Asia,37.414824,118.385035,exact,,,,,,,5,0.53,10442.4,96100,0.245792396,35,8.602733868
G100000112741,L100000101324,China,https://www.gem.wiki/Dongying_Huatai_Chemical_power_station,Dongying Huatai Chemical power station,Unit 1,"东营协发化工有限公司, 东营华泰热力有限责任公司",华泰化工集团自备电厂,Dongying Huatai Chemical Group Co Ltd [100%],other [63.6%]; HUATAI Group Co Ltd [21.1%]; Huatai Group Co Ltd Trade Union Committee [15.4%],50,retired,2010,2022,,unknown,unknown,,,Bohai Road Cross Jingyi Road,Dongying District,Dongying,Shandong,Eastern Asia,Asia,37.408996,118.875209,exact,,,,chemicals,both,,12,0.53,11186.5,96100,0.263306964,0,0
G100000114376,L100000104629,China,https://www.gem.wiki/Dongying_Xishui_Group_cogen_power_station,Dongying Xishui Group cogen power station,Unit 4,,东营西水集团热电,Dongying Xishui Group Thermal Power Co Ltd [100%],Dongying Xishui Group Thermal Power Co Ltd [100.0%],40,operating,,,,unknown,unknown,,,,Guangrao,Dongying,Shandong,Eastern Asia,Asia,37.045932,118.536763,exact,,,,rubber,both,,20,0.53,12047,96100,0.226849077,20,4.536981533
G100000115380,L100000104911,China,https://www.gem.wiki/Feicheng_Shengli_Chemical_power_station,Feicheng Shengli Chemical power station,Unit 2,,肥城胜利化工有限公司电厂,Feicheng Shengli Salt Co Ltd [100%],Chiping Xinyou Enterprise Management Co Ltd [53.6%]; Shandong XINFA HUAXIN Aluminium Co Ltd [33.3%]; Dongfang Energy (Hong Kong) International Trading [12.3%]; other [0.8%],30,operating,2015,,,unknown,unknown,,,,Feicheng,Tai'an,Shandong,Eastern Asia,Asia,36.005502,116.856928,exact,,,,,,,9,0.53,10326,96100,0.145831549,31,4.520778027
G100000114433,L100000104649,China,https://www.gem.wiki/Gaotang_power_station,Gaotang power station,Unit 6,高唐金城热电,山东高唐热电厂,Shandong Gaotang Thermal Power Co Ltd [100%],Shandong Gaotang Thermal Power Co Ltd [100.0%],48,operating,2010,,,unknown,unknown,,,,Gaotang,Liaocheng,Shandong,Eastern Asia,Asia,36.8895,116.223368,exact,,,,,,,14,0.53,11186.5,96100,0.252774685,26,6.57214182
G100000103295,L100000101327,China,https://www.gem.wiki/Guodian_Feixian_power_station,Guodian Feixian power station,Phase I Unit 1,,国电费县发电厂,National Energy Feixian Power Generation Co Ltd [100%],GD POWER Development Co Ltd [91.2%]; Linyi Investment Development Co Ltd [5.5%]; other [2.7%]; Shandong Caixin Asset Operation Co Ltd [0.6%],650,operating,2007,,,supercritical,bituminous,,,Caoche Town,Fei,Linyi,Shandong,Eastern Asia,Asia,35.3188721,117.905724,exact,23-May-05,23-May-05,"Year: 2005, Month: 5, Day: 23",,,,17,0.53,9249.9,94600,2.786225465,23,64.0831857
G100000112653,L100000101328,China,https://www.gem.wiki/Guodian_Liaocheng_power_station,Guodian Liaocheng power station,Unit 1,,国电聊城发电厂,National Energy Liaocheng Power Generation Co Ltd [100%],GD POWER Development Co Ltd [52.0%]; Jizhong Energy Group Co Ltd [18.9%]; Beijing Longshun Equipment Leasing Co Ltd [13.0%]; Liaocheng Caixin Investment Co Ltd [7.7%]; Beijing Fenghua Freight Forwarding Service Co Ltd [5.0%]; China Huarong Asset Management Co Ltd [1.1%]; Shandong Caijin Investment Co Ltd [0.8%]; other [0.6%]; Liaocheng Finance Construction & Development Corpporation Ltd [0.6%]; Shandong Caixin Asset Operation Co Ltd [0.2%]; Jinan Caijin Guangyin Investment Management Partnership LP [0.1%],650,operating,2008,,,supercritical,unknown,,,Daokoupu Town Xin Village,Dongchangfu District,Liaocheng,Shandong,Eastern Asia,Asia,36.465858,115.909446,exact,30-Dec-14,30-Dec-14,"Year: 2014, Month: 12, Day: 30",,,,16,0.53,9249.9,96100,2.830404516,24,67.92970838
G100000103371,L100000101329,China,https://www.gem.wiki/Guodian_Penglai_power_station,Guodian Penglai power station,Phase I Unit 1,,国能蓬莱发电厂,China Grid Penglai Power Generation Co Ltd [100%],GD POWER Development Co Ltd [85.0%]; Power Construction Corporation of China Ltd [10.0%]; Yantai Xinxiang Investment Co Ltd [5.0%],300,operating,2006,,,subcritical,bituminous,,,Beigou,Penglai,Yantai,Shandong,Eastern Asia,Asia,37.754722,120.594444,exact,,,,,,,18,0.53,10442.4,94600,1.451735318,22,31.938177
G100000103390,L100000101331,China,https://www.gem.wiki/Guodian_Tai'an_power_station,Guodian Tai'an power station,Unit 1,,国电泰安热电,Tai'an Electricity General Co [100%],GD POWER Development Co Ltd [51.0%]; Shandong Energy Group Co Ltd [29.4%]; Shandong Guohui Investment Co Ltd [8.4%]; Tai'an High Tech Construction Group Co Ltd [7.0%]; Shandong Caixin Asset Operation Co Ltd [4.2%],350,operating,2015,,,supercritical,unknown,,,Beijipo Town,Taishan District,Tai'an,Shandong,Eastern Asia,Asia,36.0764012,117.1369064,exact,18-Mar-13,18-Mar-13,"Year: 2013, Month: 3, Day: 18",,,,9,0.53,9249.9,96100,1.52406397,31,47.24598307
G100000103449,L100000101332,China,https://www.gem.wiki/Guohua_Shouguang_power_station,Guohua Shouguang power station,Unit 1,国能寿光发电厂,神华国华寿光发电厂,Guoneng Shouguang Power Generation Co Ltd [100%],China Shenhua Energy Co Ltd [60.0%]; State Power Investment Corp Ltd [16.4%]; Shanghai Luyuan Investment Co Ltd [10.7%]; Shanghai Dingjing Investment Co Ltd [6.4%]; Shouguang Jinhong Investment Development Group Co Ltd [5.0%]; other [1.4%],1000,operating,2016,,,ultra-supercritical,bituminous,,,Yangkou,Shouguang,Weifang,Shandong,Eastern Asia,Asia,37.269686,118.906738,exact,11-Aug-15,11-Aug-15,"Year: 2015, Month: 8, Day: 11",,,,8,0.53,8272,94600,3.833331595,32,122.666611
G100000113286,L100000101334,China,https://www.gem.wiki/Hengtong_Chemical_power_station,Hengtong Chemical power station,Unit 4,,阳煤恒通化工热电厂,Shandong HENGTONG CHEMICALS Co Ltd [100%],Yangmei Chemical Co Ltd [81.7%]; Wenzhou Hengye New Material Technology Co Ltd [14.1%]; other [4.2%],60,operating,2002,,,subcritical,unknown,,,327 Renmin Road,Yancheng County,Linyi,Shandong,Eastern Asia,Asia,34.626771,118.324205,exact,,,,chemicals,both,,22,0.53,12182.8,96100,0.344109355,18,6.193968385
G100000103869,L100000101335,China,https://www.gem.wiki/Heze_Huarun_power_station,Heze Huarun power station,Phase I Unit 1,,华润电力菏泽发电厂,Huarun Power (Heze) Co Ltd [100%],Huarun Power (Heze) Co Ltd [100.0%],600,operating,2011,,,ultra-supercritical,anthracite,,,Huangzhen Xiang,Mudan District,Heze,Shandong,Eastern Asia,Asia,35.2528738,115.6860352,exact,30-Aug-10,30-Aug-10,"Year: 2010, Month: 8, Day: 30",,,,13,0.53,9099.2,98300,2.628952296,27,70.98171199
G100000115699,L100000104956,China,https://www.gem.wiki/Heze_Minsheng_cogen_power_station,Heze Minsheng cogen power station,Unit 1,,菏泽民生热力有限公司热电厂,Heze Minsheng Heating Co Ltd [100%],Heze Minsheng Heating Co Ltd [100.0%],30,operating,2021,,,CFB,unknown,,,,Gaoxin District,Heze,Shandong,Eastern Asia,Asia,35.248045,115.332066,exact,,,,,,,3,0.53,10442.4,96100,0.147475438,37,5.456591196
G100000103877,L100000101336,China,https://www.gem.wiki/Heze_power_station,Heze power station,Phase III Unit 5,,"山东中华发电有限公司菏泽发电厂 (Unit 3&4), 国电菏泽电发电厂",National Energy Heze Power Generation Co Ltd [100%],GD POWER Development Co Ltd [55.0%]; Heze Investment Development Co [39.2%]; National Energy Heze Power Generation Co Ltd Trade Union Committee [5.0%]; other [0.8%],330,operating,2006,,,subcritical,anthracite,,,Yuecheng Town,Mudan District,Heze,Shandong,Eastern Asia,Asia,35.2406919,115.5334526,exact,,,,,,,18,0.53,10442.4,98300,1.65936723,22,36.50607906
G100000103879,L100000101337,China,https://www.gem.wiki/Heze_Zhaolou_power_station,Heze Zhaolou power station,Unit 1,"兖煤菏泽能化赵楼综合利用电厂一期 (Unit 1), Yanzhou Coal Zhaolou Waste Coal Utilzation Project Phase II (Unit 2)",兖矿集团菏泽能化赵楼低热值煤电厂,Yanmei Heze Energy Chemical Co Ltd [100%],Yankuang Energy Group Co Ltd [98.3%]; other [1.7%],300,operating,2014,,,subcritical,unknown,,,Zhaolou,Yuncheng,Heze,Shandong,Eastern Asia,Asia,35.387593,115.959972,exact,,,,aluminum,both,heat,10,0.53,10442.4,96100,1.474754377,30,44.24263132
G100000104075,L100000101339,China,https://www.gem.wiki/Huadian_Laizhou_power_station,Huadian Laizhou power station,Phase II Unit 3,,华电国际莱州发电厂,Huadian Laizhou Power Generation Co Ltd [100%],Huadian Power International Co Ltd [75.0%]; Shandong Development Investment Holding Group Co Ltd [17.5%]; Shandong Guohui Investment Co Ltd [5.0%]; Shandong Caixin Asset Operation Co Ltd [2.5%],1000,operating,2019,,,ultra-supercritical,bituminous,,,Jincheng Town,Laizhou,Yantai,Shandong,Eastern Asia,Asia,37.432222,120.018056,exact,10-Sep-15,10-Sep-15,"Year: 2015, Month: 9, Day: 10",,,,5,0.53,8272,94600,3.833331595,35,134.1666058
